Severity,Start_Lat,Start_Lng,Start_Time,Hour,DayOfWeek,Month,Weather_Group,City,Temperature(F),Visibility(mi),Humidity(%),Wind_Speed(mph)
2,30.263,-97.743202,2019-08-14 11:44:12,11,Wednesday,8,Clear,Austin,96.0,10.0,38.0,0.0
2,29.683253000000004,-95.229406,2022-05-30 16:10:03,16,Monday,5,Cloudy,Pasadena,89.0,10.0,57.0,18.0
2,32.672979,-96.595208,2017-06-19 14:28:06,14,Monday,6,Cloudy,Seagoville,84.2,10.0,66.0,
2,32.779308,-96.798347,2020-12-15 04:16:33,4,Tuesday,12,Cloudy,Dallas,39.0,10.0,82.0,8.0
2,29.924948,-95.408577,2016-11-25 14:42:11,14,Friday,11,Cloudy,Houston,75.0,10.0,51.0,5.8
3,32.91722,-96.76663,2016-12-14 00:31:01,0,Wednesday,12,Cloudy,Dallas,41.4,10.0,81.0,5.8
2,29.44018,-98.575653,2018-10-22 13:22:02,13,Monday,10,Cloudy,San Antonio,64.4,10.0,59.0,6.9
2,32.90221,-96.807472,2017-12-05 17:00:37,17,Tuesday,12,Cloudy,Dallas,48.9,10.0,31.0,11.5
2,31.781967,-106.407211,2019-12-24 15:51:11,15,Tuesday,12,Rain,El Paso,50.0,4.0,76.0,20.0
3,29.520521,-98.499268,2019-10-30 16:40:22,16,Wednesday,10,Cloudy,San Antonio,49.0,10.0,74.0,17.0
3,32.912815,-97.317299,2021-11-17 12:39:11,12,Wednesday,11,Cloudy,Fort Worth,79.0,10.0,50.0,13.0
3,29.740953,-95.458351,2016-07-22 13:57:42,13,Friday,7,Cloudy,Houston,96.8,10.0,39.0,
3,32.982651000000004,-96.930389,2021-05-16 15:14:21,15,Sunday,5,Rain,Carrollton,72.0,5.0,88.0,9.0
2,29.736017,-95.571699,2021-07-04 15:54:39,15,Sunday,7,Cloudy,Houston,92.0,10.0,50.0,10.0
2,31.796707,-106.454002,2018-06-16 08:59:58,8,Saturday,6,Rain,El Paso,68.0,10.0,90.0,4.6
2,29.715,-95.586479,2021-01-12 08:02:22,8,Tuesday,1,Clear,Houston,33.0,4.0,92.0,0.0
2,30.414612,-97.673281,2021-07-29 04:24:30,4,Thursday,7,Clear,Austin,76.0,10.0,85.0,0.0
2,29.701608,-95.347876,2021-08-13 15:00:21,15,Friday,8,Other,Houston,88.0,10.0,63.0,9.0
2,31.89929,-106.409298,2020-11-02 14:11:27,14,Monday,11,Cloudy,El Paso,74.0,10.0,24.0,0.0
2,30.263075,-97.736084,2023-01-06 17:05:50,17,Friday,1,Clear,Austin,78.0,10.0,43.0,5.0
2,29.533407,-98.487785,2019-05-13 10:55:23,10,Monday,5,Cloudy,San Antonio,72.0,10.0,66.0,8.0
2,32.711792,-96.897324,2021-07-01 19:59:14,19,Thursday,7,Clear,Dallas,90.0,10.0,54.0,8.0
2,30.273951,-97.771385,2021-11-17 19:32:46,19,Wednesday,11,Clear,Austin,73.0,10.0,61.0,0.0
2,29.60072000000001,-95.247554,2016-06-28 14:29:12,14,Tuesday,6,Other,Houston,75.2,7.0,94.0,8.1
2,32.706078000000005,-97.063059,2022-12-09 18:11:08,18,Friday,12,Cloudy,Grand Prairie,63.0,3.0,100.0,7.0
2,32.861732,-96.717949,2019-07-30 11:58:51,11,Tuesday,7,Clear,Dallas,96.0,10.0,41.0,12.0
3,32.856258000000004,-96.649742,2021-10-08 11:20:46,11,Friday,10,Clear,Dallas,83.0,10.0,49.0,14.0
2,30.085469,-97.820495,2020-10-26 03:00:00,3,Monday,10,Rain,Buda,74.0,4.0,93.0,8.0
3,29.74291400000001,-95.364403,2019-08-20 15:26:23,15,Tuesday,8,Cloudy,Houston,89.0,10.0,57.0,7.0
2,29.400095,-98.528211,2022-09-21 05:06:06,5,Wednesday,9,Clear,San Antonio,72.0,10.0,100.0,3.0
3,32.30475,-96.58428,2017-08-12 12:27:00,12,Saturday,8,Clear,Ennis,92.3,10.0,55.0,
2,30.23877,-97.719582,2019-04-23 10:46:30,10,Tuesday,4,Cloudy,Austin,74.0,9.0,79.0,10.0
2,31.796173,-106.247643,2018-11-06 15:39:06,15,Tuesday,11,Clear,El Paso,77.0,10.0,20.0,12.7
2,29.750612,-95.618828,2018-11-12 10:08:56,10,Monday,11,Cloudy,Houston,54.0,7.0,90.0,11.5
3,32.642151,-96.823242,2018-08-16 07:01:29,7,Thursday,8,Clear,Dallas,80.1,10.0,69.0,6.9
2,30.246548,-97.778144,2021-03-02 06:11:30,6,Tuesday,3,Clear,Austin,46.0,10.0,76.0,3.0
3,30.290794,-97.722,2018-07-14 11:54:50,11,Saturday,7,Clear,Austin,89.1,10.0,53.0,5.8
2,32.883454,-96.843302,2021-08-22 01:38:49,1,Sunday,8,Clear,Dallas,86.0,10.0,61.0,7.0
3,32.924492,-96.777023,2017-06-10 13:01:56,13,Saturday,6,Clear,Dallas,82.4,10.0,58.0,16.1
3,29.774387,-95.315201,2016-11-02 08:37:23,8,Wednesday,11,Clear,Houston,73.4,6.0,88.0,4.6
2,29.437498,-98.644112,2022-03-23 12:10:44,12,Wednesday,3,Cloudy,San Antonio,67.0,10.0,16.0,10.0
2,32.7840507,-97.26843238,2022-08-02 12:37:01,12,Tuesday,8,Clear,Haltom City,98.0,10.0,29.0,14.0
2,32.839387,-96.676154,2022-05-24 02:00:08,2,Tuesday,5,Cloudy,Dallas,68.0,10.0,81.0,12.0
2,32.723647,-96.826388,2021-10-12 07:34:00,7,Tuesday,10,Cloudy,Dallas,67.0,10.0,70.0,9.0
2,29.735586,-95.644096,2017-05-19 07:52:12,7,Friday,5,Cloudy,Houston,80.1,10.0,81.0,12.7
3,32.960838,-96.915756,2019-11-27 15:08:03,15,Wednesday,11,Clear,Carrollton,52.0,13.0,38.0,8.0
4,29.7387,-95.14593,2019-09-23 17:25:07,17,Monday,9,Cloudy,Houston,86.0,10.0,67.0,12.0
2,30.346815000000007,-97.710952,2023-01-06 12:38:30,12,Friday,1,Cloudy,Austin,69.0,10.0,73.0,10.0
2,32.93716,-96.770855,2021-09-08 21:23:49,21,Wednesday,9,Clear,Dallas,82.0,13.0,32.0,8.0
2,32.920764,-96.849902,2021-02-23 05:50:30,5,Tuesday,2,Clear,Dallas,50.0,10.0,50.0,8.0
2,30.189224,-97.856719,2023-01-18 14:21:00,14,Wednesday,1,Clear,Austin,76.0,10.0,21.0,7.0
2,29.73262,-95.38043,2016-06-21 11:46:58,11,Tuesday,6,Cloudy,Houston,87.8,9.0,58.0,4.6
2,29.765009000000006,-95.213063,2022-05-31 16:40:38,16,Tuesday,5,Cloudy,Houston,88.0,10.0,61.0,17.0
2,29.828434,-95.372363,2022-03-11 15:18:36,15,Friday,3,Cloudy,Houston,62.0,10.0,48.0,18.0
2,32.808777,-96.79982,2016-08-29 22:56:53,22,Monday,8,Cloudy,Dallas,82.9,10.0,67.0,8.1
2,30.471968,-97.802078,2019-04-17 09:55:20,9,Wednesday,4,Rain,Cedar Park,70.0,10.0,94.0,7.0
2,29.720324,-95.443039,2018-03-29 12:49:27,12,Thursday,3,Cloudy,Houston,75.2,10.0,61.0,5.8
2,32.811479,-96.854696,2022-12-15 07:19:00,7,Thursday,12,Other,Dallas,38.0,10.0,65.0,7.0
3,32.659836,-96.730148,2021-01-01 09:55:05,9,Friday,1,Cloudy,Dallas,38.0,10.0,79.0,17.0
2,29.696738,-97.112275,2022-08-09 16:37:14,16,Tuesday,8,Clear,Flatonia,98.0,10.0,38.0,12.0
2,29.72651,-95.53903,2022-01-19 16:53:09,16,Wednesday,1,Cloudy,Houston,76.0,10.0,64.0,20.0
3,29.869806,-95.407852,2018-07-31 05:58:29,5,Tuesday,7,Cloudy,Houston,82.9,10.0,88.0,4.6
2,29.728821000000003,-95.480309,2019-11-06 09:06:46,9,Wednesday,11,Cloudy,Houston,70.0,10.0,78.0,9.0
2,29.823359000000004,-95.410538,2016-11-27 12:34:33,12,Sunday,11,Cloudy,Houston,71.6,10.0,57.0,12.7
2,29.810594,-95.393481,2021-05-04 18:52:40,18,Tuesday,5,Cloudy,Houston,81.0,10.0,62.0,18.0
2,29.727684000000004,-95.554024,2018-03-08 19:45:38,19,Thursday,3,Clear,Houston,59.0,10.0,48.0,4.6
2,32.8709,-96.674997,2022-02-07 08:17:00,8,Monday,2,Clear,Garland,36.0,10.0,81.0,8.0
2,32.737625,-97.320465,2019-03-11 07:56:43,7,Monday,3,Cloudy,Fort Worth,51.1,10.0,80.0,11.5
2,32.916336,-96.72171,2016-11-28 06:02:17,6,Monday,11,Cloudy,Dallas,68.0,10.0,100.0,9.2
2,32.90287,-96.72197,2016-09-09 20:05:47,20,Friday,9,Clear,Dallas,84.6,10.0,68.0,11.5
2,29.9372,-95.279937,2021-07-24 18:22:02,18,Saturday,7,Clear,Humble,97.0,10.0,39.0,9.0
2,32.791119,-96.805977,2020-04-07 07:29:39,7,Tuesday,4,Cloudy,Dallas,70.0,6.0,87.0,5.0
2,32.666041,-96.839899,2022-11-07 11:59:17,11,Monday,11,Cloudy,Dallas,76.0,10.0,85.0,6.0
3,29.784859,-95.575783,2017-12-24 20:53:22,20,Sunday,12,Clear,Houston,48.0,10.0,68.0,18.4
2,29.637032,-98.456474,2019-08-05 19:35:57,19,Monday,8,Cloudy,San Antonio,94.0,10.0,40.0,12.0
3,30.309439,-97.710243,2017-09-26 06:44:38,6,Tuesday,9,Cloudy,Austin,75.0,10.0,90.0,6.9
2,29.982731,-95.286263,2020-02-04 05:50:34,5,Tuesday,2,Cloudy,Humble,71.0,10.0,78.0,9.0
2,32.67781,-97.12,2016-06-23 15:49:57,15,Thursday,6,Clear,Arlington,96.1,10.0,40.0,8.1
2,32.049135,-101.974644,2022-08-12 18:57:10,18,Friday,8,Clear,Midland,94.0,10.0,14.0,15.0
2,29.93928,-95.362221,2020-08-26 07:48:28,7,Wednesday,8,Cloudy,Houston,80.0,7.0,90.0,12.0
2,29.794012,-95.419553,2017-03-03 13:50:06,13,Friday,3,Clear,Houston,69.8,10.0,18.0,10.4
2,29.680593,-95.570091,2017-12-14 19:48:31,19,Thursday,12,Clear,Houston,55.9,10.0,62.0,5.8
2,32.833727,-96.702173,2016-11-24 08:53:36,8,Thursday,11,Cloudy,Dallas,52.0,9.0,86.0,9.2
2,29.938457,-95.268333,2021-12-02 08:33:45,8,Thursday,12,Cloudy,Humble,64.0,7.0,96.0,0.0
2,29.60762,-95.317841,2022-04-19 14:27:34,14,Tuesday,4,Other,Houston,76.0,10.0,54.0,21.0
2,29.724749,-95.501163,2021-06-20 15:58:00,15,Sunday,6,Cloudy,Houston,90.0,10.0,61.0,10.0
2,29.837464,-95.355051,2021-10-27 07:22:00,7,Wednesday,10,Cloudy,Houston,78.0,10.0,84.0,13.0
2,29.733675,-95.501313,2023-01-30 20:14:23,20,Monday,1,Rain,Houston,42.0,1.0,96.0,13.0
2,29.425091,-98.480637,2017-04-19 18:12:50,18,Wednesday,4,Cloudy,San Antonio,84.9,10.0,44.0,8.1
2,29.73741,-95.51976,2019-05-15 05:07:58,5,Wednesday,5,Cloudy,Houston,69.0,10.0,84.0,0.0
2,29.632124,-95.414162,2017-12-05 13:26:05,13,Tuesday,12,Cloudy,Houston,60.8,10.0,88.0,20.7
2,29.813271000000004,-95.645531,2021-06-09 08:04:51,8,Wednesday,6,Clear,Houston,81.0,4.0,100.0,8.0
2,29.438365,-98.474476,2022-12-06 16:03:00,16,Tuesday,12,Cloudy,San Antonio,80.0,10.0,62.0,10.0
2,29.71793,-95.52623,2023-01-21 06:17:14,6,Saturday,1,Cloudy,Houston,54.0,10.0,69.0,13.0
3,29.744799,-95.362312,2016-07-07 08:29:21,8,Thursday,7,Cloudy,Houston,84.2,8.0,79.0,
3,32.677215999999994,-97.062149,2017-12-08 19:53:53,19,Friday,12,Clear,Grand Prairie,40.1,10.0,38.0,
2,30.239313,-97.735253,2022-12-07 12:17:00,12,Wednesday,12,Cloudy,Austin,76.0,10.0,71.0,9.0
2,29.585446,-95.465532,2021-08-11 10:51:20,10,Wednesday,8,Cloudy,Houston,87.0,10.0,73.0,0.0
2,29.66346,-95.38519,2019-05-24 17:46:32,17,Friday,5,Cloudy,Houston,87.0,10.0,55.0,18.0
3,32.839718,-97.321259,2016-06-23 17:15:54,17,Thursday,6,Cloudy,Fort Worth,95.0,10.0,41.0,13.0
1,31.78023,-106.421,2020-04-29 14:53:38,14,Wednesday,4,Clear,El Paso,81.0,10.0,20.0,16.0
3,32.768944,-96.622589,2018-03-06 07:25:05,7,Tuesday,3,Clear,Mesquite,44.6,10.0,71.0,
2,32.744766,-96.918228,2021-11-03 12:41:00,12,Wednesday,11,Cloudy,Dallas,47.0,10.0,90.0,14.0
2,32.951782,-96.925697,2018-10-17 17:36:20,17,Wednesday,10,Rain,Carrollton,51.8,10.0,88.0,4.6
2,32.880305,-96.84952,2021-09-16 17:54:00,17,Thursday,9,Cloudy,Dallas,89.0,10.0,45.0,
3,32.740204,-96.822426,2019-03-22 08:39:16,8,Friday,3,Clear,Dallas,55.9,10.0,55.0,
2,33.284985,-96.591476,2020-02-27 07:47:13,7,Thursday,2,Clear,Melissa,32.0,10.0,75.0,0.0
2,29.794884000000003,-95.484917,2018-01-29 19:12:24,19,Monday,1,Clear,Houston,57.2,10.0,29.0,11.5
3,32.748512,-96.613617,2017-12-08 18:48:09,18,Friday,12,Clear,Mesquite,35.6,10.0,44.0,4.6
2,30.22093177,-97.76047826,2022-09-27 13:45:11,13,Tuesday,9,Clear,Austin,88.0,10.0,17.0,0.0
2,29.61665,-95.35444,2022-03-06 13:32:00,13,Sunday,3,Cloudy,Houston,81.0,10.0,62.0,18.0
2,29.713995,-95.502815,2016-11-28 18:49:50,18,Monday,11,Clear,Houston,75.2,10.0,53.0,6.9
2,30.228224,-97.683128,2018-08-16 07:40:41,7,Thursday,8,Cloudy,Austin,81.0,10.0,82.0,6.9
2,32.842968,-96.690887,2017-01-30 10:57:16,10,Monday,1,Clear,Dallas,63.0,10.0,26.0,5.8
3,32.78885,-96.80247,2019-12-22 16:05:03,16,Sunday,12,Clear,Dallas,56.0,10.0,55.0,6.0
3,29.42193,-98.501244,2022-01-14 13:40:35,13,Friday,1,Clear,San Antonio,80.0,10.0,20.0,10.0
2,32.734798,-96.837547,2017-03-14 09:00:44,9,Tuesday,3,Clear,Dallas,42.1,10.0,67.0,6.9
2,30.13707,-97.796814,2022-01-18 08:11:57,8,Tuesday,1,Cloudy,Austin,44.0,10.0,60.0,0.0
2,30.06765,-95.189629,2019-09-12 08:10:16,8,Thursday,9,Clear,Kingwood,78.0,10.0,87.0,3.0
2,30.102785,-97.611771,2016-10-12 16:36:39,16,Wednesday,10,Cloudy,Del Valle,90.0,10.0,48.0,10.4
2,33.012852,-96.829056,2022-05-19 09:23:19,9,Thursday,5,Clear,Dallas,79.0,10.0,61.0,17.0
3,30.248053,-97.73542,2016-10-24 10:56:45,10,Monday,10,Cloudy,Austin,73.9,10.0,76.0,5.8
2,32.792504,-96.683515,2021-12-23 15:38:40,15,Thursday,12,Cloudy,Dallas,71.0,10.0,59.0,10.0
2,29.440998,-98.668541,2018-12-27 11:22:04,11,Thursday,12,Clear,San Antonio,65.3,10.0,38.0,13.8
2,32.912298,-96.736594,2022-02-02 19:17:30,19,Wednesday,2,Snow,Dallas,32.0,4.0,93.0,17.0
2,29.48933,-98.56837,2018-02-08 09:21:58,9,Thursday,2,Cloudy,San Antonio,37.9,10.0,79.0,8.1
2,29.772839,-95.302238,2018-03-22 07:52:42,7,Thursday,3,Clear,Houston,59.0,10.0,72.0,6.9
3,29.772779,-95.231361,2019-06-14 06:47:59,6,Friday,6,Cloudy,Houston,77.0,10.0,79.0,3.0
2,33.861517,-98.584227,2021-06-16 14:34:00,14,Wednesday,6,Clear,Wichita Falls,93.0,10.0,43.0,7.0
2,30.274651,-97.73098,2019-11-22 16:27:40,16,Friday,11,Clear,Austin,59.0,10.0,58.0,6.0
3,32.908188,-96.730438,2022-06-17 16:55:43,16,Friday,6,Cloudy,Dallas,97.0,10.0,32.0,9.0
2,29.731016,-95.585815,2022-12-02 17:56:38,17,Friday,12,Cloudy,Houston,76.0,10.0,79.0,7.0
2,32.924453,-96.780772,2023-01-26 01:00:28,1,Thursday,1,Clear,Dallas,36.0,10.0,87.0,6.0
2,29.689974,-95.4179,2017-01-13 08:44:30,8,Friday,1,Cloudy,Houston,68.0,0.5,100.0,10.4
2,30.249406,-97.767473,2020-11-18 20:27:00,20,Wednesday,11,Clear,Austin,67.0,10.0,51.0,10.0
2,29.567849,-95.132483,2021-08-31 09:31:56,9,Tuesday,8,Cloudy,Houston,86.0,10.0,74.0,12.0
2,30.257185,-97.746864,2016-10-15 16:17:46,16,Saturday,10,Cloudy,Austin,89.1,10.0,52.0,3.5
3,29.73052,-95.410606,2022-08-02 08:42:03,8,Tuesday,8,Clear,Houston,86.0,10.0,70.0,10.0
3,29.80827,-95.336502,2020-10-09 12:21:35,12,Friday,10,Other,Houston,76.0,7.0,87.0,22.0
2,33.036009,-96.992867,2021-12-17 09:36:00,9,Friday,12,Cloudy,Lewisville,72.0,10.0,78.0,17.0
2,29.69365239129213,-95.05758404686424,2022-03-23 05:12:00,5,Wednesday,3,Clear,La Porte,48.0,10.0,57.0,8.0
2,30.371546,-97.75724,2019-05-17 22:56:26,22,Friday,5,Cloudy,Austin,78.0,10.0,79.0,10.0
3,30.517815,-97.688225,2017-09-10 14:48:58,14,Sunday,9,Cloudy,Round Rock,82.4,10.0,42.0,9.2
2,29.725284,-95.372832,2023-01-21 17:32:21,17,Saturday,1,Cloudy,Houston,52.0,5.0,89.0,9.0
3,32.810875,-96.849625,2017-09-01 14:05:10,14,Friday,9,Cloudy,Dallas,88.0,10.0,40.0,4.6
3,29.814373,-95.375702,2017-02-14 10:26:10,10,Tuesday,2,Cloudy,Houston,57.2,3.0,94.0,17.3
2,30.419016,-97.747271,2021-05-24 18:17:00,18,Monday,5,Rain,Austin,75.0,10.0,76.0,9.0
2,30.23610900000001,-97.83979,2018-10-31 08:29:43,8,Wednesday,10,Cloudy,Austin,73.0,7.0,90.0,5.8
2,31.805999,-106.270476,2022-04-18 14:54:59,14,Monday,4,Clear,El Paso,92.0,10.0,4.0,14.0
2,29.404716,-98.557182,2018-11-09 15:06:37,15,Friday,11,Cloudy,San Antonio,55.9,10.0,64.0,15.0
3,29.329401,-98.415955,2017-05-05 08:23:20,8,Friday,5,Clear,San Antonio,66.9,10.0,44.0,3.5
2,29.744726,-95.405479,2017-09-29 11:37:23,11,Friday,9,Clear,Houston,84.2,9.0,58.0,5.8
2,29.478472,-98.359642,2018-05-01 16:05:55,16,Tuesday,5,Cloudy,San Antonio,81.9,10.0,73.0,19.6
2,31.779944,-106.461468,2022-07-08 17:22:00,17,Friday,7,Cloudy,El Paso,92.0,10.0,26.0,9.0
2,32.627664,-97.321521,2022-07-18 11:26:30,11,Monday,7,Clear,Fort Worth,100.0,10.0,29.0,10.0
2,29.673115000000006,-95.37449,2021-03-11 13:41:44,13,Thursday,3,Cloudy,Houston,78.0,10.0,60.0,17.0
2,32.934422,-96.751953,2019-10-14 14:40:59,14,Monday,10,Cloudy,Dallas,75.0,10.0,65.0,13.0
2,29.67577,-95.345253,2022-02-21 05:32:06,5,Monday,2,Cloudy,Houston,71.0,8.0,90.0,15.0
2,32.641808000000005,-96.966469,2018-03-23 06:53:43,6,Friday,3,Cloudy,Dallas,62.1,10.0,75.0,15.0
2,30.248201,-97.690666,2017-01-18 08:24:17,8,Wednesday,1,Other,Austin,48.0,5.0,96.0,
2,32.734444,-96.822754,2017-10-06 18:13:18,18,Friday,10,Clear,Dallas,84.9,10.0,46.0,9.2
2,31.678314,-106.316864,2018-04-18 15:54:15,15,Wednesday,4,Cloudy,El Paso,79.0,10.0,7.0,5.8
2,31.775579,-106.473473,2019-04-03 15:06:55,15,Wednesday,4,Cloudy,El Paso,77.0,8.0,11.0,20.0
2,33.18828,-97.11038,2017-02-09 06:40:44,6,Thursday,2,Clear,Denton,30.9,10.0,69.0,9.2
3,29.726315000000003,-95.460213,2018-06-18 16:23:37,16,Monday,6,Cloudy,Houston,78.8,3.0,89.0,4.6
2,32.865578,-96.782608,2021-12-17 14:58:28,14,Friday,12,Cloudy,Dallas,77.0,10.0,56.0,10.0
2,32.73868918403273,-97.75906205130693,2022-02-18 19:01:00,19,Friday,2,Clear,Weatherford,48.0,10.0,28.0,5.0
2,32.826443,-96.783791,2017-09-15 14:15:21,14,Friday,9,Cloudy,Dallas,90.0,10.0,43.0,13.8
2,30.246918,-97.777222,2016-07-07 16:45:00,16,Thursday,7,Cloudy,Austin,99.0,10.0,40.0,8.1
3,29.695606,-95.297859,2018-06-28 08:44:03,8,Thursday,6,Cloudy,Houston,84.0,10.0,82.0,9.2
2,29.485401,-98.591859,2021-08-02 07:38:02,7,Monday,8,Other,San Antonio,74.0,10.0,93.0,5.0
3,32.792656,-96.624413,2022-04-29 12:43:00,12,Friday,4,Other,Mesquite,79.0,10.0,65.0,21.0
2,29.579476,-98.316274,2020-11-16 16:28:27,16,Monday,11,Clear,Schertz,73.0,10.0,13.0,6.0
2,32.741211,-96.828285,2017-01-14 07:54:16,7,Saturday,1,Cloudy,Dallas,39.0,1.0,100.0,10.4
2,29.727716,-95.539185,2018-08-02 07:48:00,7,Thursday,8,Clear,Houston,77.0,9.0,78.0,
2,32.888769,-96.769852,2022-12-19 14:45:00,14,Monday,12,Cloudy,Dallas,45.0,10.0,80.0,9.0
2,30.227861,-97.778932,2023-01-25 15:03:47,15,Wednesday,1,Clear,Austin,55.0,10.0,38.0,9.0
2,30.481589000000003,-97.79598,2023-01-26 16:03:00,16,Thursday,1,Clear,Austin,57.0,10.0,28.0,0.0
2,32.912709,-96.768512,2022-10-04 06:42:30,6,Tuesday,10,Clear,Dallas,64.0,13.0,64.0,5.0
2,32.907539605937444,-96.72960877372394,2021-08-22 18:12:00,18,Sunday,8,Clear,Dallas,97.0,10.0,30.0,9.0
2,32.730996999999995,-96.709734,2020-12-16 01:27:52,1,Wednesday,12,Cloudy,Dallas,37.0,5.0,100.0,6.0
2,29.761421,-95.558189,2016-12-18 09:57:19,9,Sunday,12,Cloudy,Houston,35.6,10.0,48.0,18.4
2,29.777426,-95.126916,2022-06-20 05:25:30,5,Monday,6,Cloudy,Channelview,79.0,10.0,83.0,3.0
2,33.007252,-96.829468,2021-08-28 07:22:16,7,Saturday,8,Clear,Dallas,79.0,10.0,74.0,3.0
3,31.778181,-106.460716,2019-02-26 15:33:48,15,Tuesday,2,Cloudy,El Paso,73.0,10.0,9.0,12.7
2,29.757587,-95.352989,2017-11-27 08:52:51,8,Monday,11,Clear,Houston,60.8,10.0,52.0,
2,32.772659000000004,-96.847961,2018-04-17 17:18:44,17,Tuesday,4,Clear,Dallas,84.0,10.0,35.0,20.7
2,32.645905,-96.856987,2016-08-11 20:21:16,20,Thursday,8,Clear,Dallas,96.1,10.0,33.0,11.5
2,32.916257,-96.861444,2021-12-20 08:32:00,8,Monday,12,Rain,Dallas,41.0,10.0,81.0,7.0
3,29.39609,-98.50151,2017-09-18 07:48:12,7,Monday,9,Cloudy,San Antonio,79.0,10.0,90.0,3.5
2,29.601011,-95.224236,2021-09-07 08:28:44,8,Tuesday,9,Clear,Houston,75.0,10.0,89.0,3.0
3,30.358213,-97.687965,2016-08-05 08:03:51,8,Friday,8,Cloudy,Austin,79.0,10.0,88.0,3.5
3,32.907944,-96.89798,2019-12-17 06:26:15,6,Tuesday,12,Clear,Dallas,30.0,13.0,86.0,9.0
2,32.703102,-96.561831,2022-12-21 20:42:00,20,Wednesday,12,Clear,Mesquite,41.0,10.0,92.0,6.0
2,30.289092,-97.741474,2022-09-19 17:04:00,17,Monday,9,Cloudy,Austin,97.0,10.0,36.0,3.0
2,32.949551,-96.735428,2021-11-05 14:53:02,14,Friday,11,Clear,Richardson,59.0,10.0,42.0,0.0
3,29.507433,-98.543747,2021-11-11 08:39:35,8,Thursday,11,Clear,San Antonio,67.0,10.0,54.0,16.0
3,30.01771,-95.262215,2020-07-22 08:19:28,8,Wednesday,7,Cloudy,Humble,78.0,10.0,90.0,5.0
2,29.784534000000004,-95.604636,2021-08-25 15:21:00,15,Wednesday,8,Other,Houston,85.0,10.0,72.0,6.0
2,30.403763,-97.853981,2016-12-15 09:48:22,9,Thursday,12,Cloudy,Austin,46.0,4.0,86.0,6.9
2,30.186146,-97.553417,2022-09-30 20:17:22,20,Friday,9,Clear,Del Valle,77.0,10.0,39.0,6.0
3,30.37298,-97.678322,2020-12-23 04:22:16,4,Wednesday,12,Cloudy,Austin,65.0,10.0,84.0,
2,32.756115,-96.822893,2020-12-22 01:09:26,1,Tuesday,12,Clear,Dallas,49.0,10.0,64.0,5.0
2,29.777243,-95.33962,2022-03-15 21:47:51,21,Tuesday,3,Clear,Houston,63.0,10.0,54.0,7.0
2,32.838066,-97.061394,2020-09-18 10:32:17,10,Friday,9,Clear,Dallas,78.0,10.0,68.0,8.0
2,29.727793,-95.568047,2018-02-13 20:37:02,20,Tuesday,2,Fog,Houston,51.8,0.2,100.0,5.8
2,32.803417,-96.792736,2021-12-17 19:21:30,19,Friday,12,Cloudy,Dallas,73.0,10.0,71.0,10.0
3,32.836781,-97.362839,2017-06-08 19:57:27,19,Thursday,6,Clear,Fort Worth,84.9,10.0,48.0,12.7
2,29.361433,-98.626106,2018-05-28 09:38:54,9,Monday,5,Clear,San Antonio,83.5,10.0,62.0,5.8
2,29.70361500000001,-95.596191,2018-08-16 11:30:27,11,Thursday,8,Clear,Houston,95.0,10.0,50.0,6.9
2,29.675625,-95.508644,2017-09-14 08:39:17,8,Thursday,9,Other,Houston,,,,
2,29.691917,-95.356125,2017-07-18 14:53:11,14,Tuesday,7,Cloudy,Houston,87.8,10.0,66.0,4.6
2,30.202890000000004,-97.80687,2018-09-18 13:22:16,13,Tuesday,9,Cloudy,Austin,93.0,10.0,44.0,4.6
2,30.46375,-97.668781,2021-03-20 16:28:00,16,Saturday,3,Other,Pflugerville,,,,
3,32.673805,-97.199677,2017-03-18 15:50:06,15,Saturday,3,Cloudy,Arlington,82.0,10.0,52.0,12.7
2,31.79183,-106.395638,2019-12-06 09:21:50,9,Friday,12,Cloudy,El Paso,52.0,10.0,54.0,12.0
2,30.24444,-95.187576,2022-07-27 06:58:41,6,Wednesday,7,Clear,Splendora,78.0,7.0,97.0,0.0
2,29.719496000000003,-95.541779,2021-02-11 18:18:39,18,Thursday,2,Other,Houston,41.0,1.0,89.0,10.0
2,30.214787,-97.77681,2017-01-30 20:40:04,20,Monday,1,Clear,Austin,59.0,10.0,32.0,
2,30.3312,-97.727989,2016-09-12 10:45:46,10,Monday,9,Cloudy,Austin,86.0,10.0,65.0,3.5
2,29.686131,-95.25145,2018-09-06 12:59:50,12,Thursday,9,Rain,Houston,82.0,10.0,85.0,3.5
2,30.233641,-97.946297,2018-10-18 17:12:38,17,Thursday,10,Cloudy,Austin,59.0,7.0,90.0,5.8
3,32.836849,-97.362625,2019-11-14 21:19:14,21,Thursday,11,Clear,Fort Worth,46.0,10.0,58.0,6.0
2,29.443754,-98.477837,2017-05-01 20:54:22,20,Monday,5,Clear,San Antonio,79.0,10.0,38.0,10.4
3,32.733849,-97.404007,2017-03-27 17:40:35,17,Monday,3,Other,Fort Worth,,,,
3,32.764858000000004,-97.317398,2018-10-31 16:10:37,16,Wednesday,10,Rain,Fort Worth,54.0,4.0,97.0,16.1
2,32.656029,-97.41069,2019-02-22 06:50:17,6,Friday,2,Rain,Fort Worth,46.9,8.0,93.0,4.6
2,30.366916,-97.677248,2021-07-01 15:32:00,15,Thursday,7,Cloudy,Austin,94.0,10.0,46.0,3.0
